"sku","tier_price_website","tier_price_customer_group","tier_price_qty","tier_price","tier_price_value_type"
"MIL030020","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL030020","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL088020","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL088020","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL12501","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL12501","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL16766","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL16766","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL168021","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL168021","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL221020","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL221020","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL223520","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL223520","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL229021","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL229021","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL230622","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL230622","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL231021","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL231021","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL232020","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL232020","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL232220","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL232220","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL232221","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL232221","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2331L","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2331L","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2331M","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2331M","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2331XL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2331XL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2331XXL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2331XXL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2333L","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2333L","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2333M","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2333M","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2333S","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2333S","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2333XL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2333XL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2333XXL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2333XXL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL233520","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL233520","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2338L","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2338L","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2338M","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2338M","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2338XL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2338XL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2338XXL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2338XXL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2338XXXL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2338XXXL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2339L","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2339L","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2339M","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2339M","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2339S","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2339S","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2339XL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2339XL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2361-20","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2361-20","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL236120","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL236120","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL236220","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL236220","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL236320","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL236320","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2371L","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2371L","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2371M","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2371M","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2371S","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2371S","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2371XL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2371XL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2371XXL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2371XXL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2371XXXL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2371XXXL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2373L","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2373L","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2373M","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2373M","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2373S","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2373S","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2373XL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2373XL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2373XXL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2373XXL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2373XXXL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2373XXXL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2375L","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2375L","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2375M","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2375M","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2375S","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2375S","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2375XL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2375XL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2375XXL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2375XXL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2375XXXL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2375XXXL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2381L","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2381L","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2381M","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2381M","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2381S","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2381S","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2381XL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2381XL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2381XXL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2381XXL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2381XXXL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2381XXXL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2391L","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2391L","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2391M","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2391M","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2391S","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2391S","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2391XL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2391XL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2391XXL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2391XXL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2391XXXL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2391XXXL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2394L","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2394L","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2394M","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2394M","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2394S","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2394S","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2394XL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2394XL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2394XXL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2394XXL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2394XXXL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2394XXXL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2395L","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2395L","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2395M","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2395M","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2395S","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2395S","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2395XL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2395XL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2395XXL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL2395XXL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2395XXXL","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL2395XXXL","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL240122","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL240122","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL240422","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL240422","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL240720","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL240720","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL241020","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL241020","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL241022","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL241022","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL241120","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL241120","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL241520","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL241520","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL241521","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL241521","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL241622XC","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL241622XC","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL242020","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL242020","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL242022","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL242022","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL242620","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL242620","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL242920","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL242920","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL242921XC","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL242921XC","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL244520","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL244520","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL245020","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL245020","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL245022","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL245022","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL245120","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL245120","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL245322","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL245322","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL245620","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL245620","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL245720","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL245720","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL245820","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL245820","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL246020","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL246020","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL247020","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL247020","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL247120","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL247120","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL247221XC","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL247221XC","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL249124","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL249124","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL249422","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL249422","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL249722","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL249722","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL251020","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL251020","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL252021XC","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL252021XC","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL259020","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL259020","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL259220","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL259220","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL259422","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL259422","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL260120","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL260120","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL260220","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL260220","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL260222","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL260222","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL260322","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL260322","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL260422","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL260422","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL260520","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL260520","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL261020","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL261020","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL261120","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL261120","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL261124","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL261124","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL261520","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL261520","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL261521","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL261521","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL262020","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL262020","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL262520","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL262520","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL262521","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL262521","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL262920","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL262920","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL263020","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL263020","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL264120","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL264120","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL264520","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL264520","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL265020","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL265020","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL265120","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL265120","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL265220","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL265220","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL265322","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL265322","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL266220","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL266220","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL266520","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL266520","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL267622","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL267622","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL267623","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL267623","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL268020","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL268020","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL268220","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL268220","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL268222","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL268222","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL269024","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL269024","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL269122","All Websites [USD]","B2B Registered Users",5,5,"Discount"
"MIL269122","All Websites [USD]","Tools & Lighting",5,5,"Discount"
"MIL269124","All Websites [USD]","Tools & Lighting",5,5,"Discount"
